Energy,DOS,Error
3.78929,0.00207,9.35E-05
3.82693,0.00208,9.27E-05
3.86485,0.0021,8.47E-05
3.90306,0.00212,9.36E-05
3.94155,0.00215,9.62E-05
3.98034,0.00222,9.45E-05
4.01942,0.00226,9.15E-05
4.0588,0.00228,9.26E-05
4.09848,0.00229,1.07E-04
4.13847,0.00231,9.00E-05
4.17877,0.0024,1.01E-04
4.21937,0.00243,9.63E-05
4.26029,0.00245,9.62E-05
4.30153,0.00248,9.32E-05
4.34308,0.00261,9.58E-05
4.38496,0.00267,9.63E-05
4.42717,0.00272,1.03E-04
4.46971,0.00266,1.01E-04
4.51258,0.00278,1.04E-04
4.55579,0.00289,9.26E-05
4.59935,0.00302,1.04E-04
4.64324,0.00301,1.01E-04
4.68749,0.00298,1.07E-04
4.73208,0.00305,1.07E-04
4.77703,0.00308,9.83E-05
4.82235,0.00315,9.92E-05
4.86802,0.00317,9.75E-05
4.91406,0.00322,1.09E-04
4.96048,0.00329,1.08E-04
5.00727,0.00336,1.09E-04
5.05444,0.00346,1.05E-04
5.10199,0.00349,1.08E-04
5.14993,0.00353,1.12E-04
5.19826,0.00356,1.01E-04
5.24699,0.00367,1.09E-04
5.29612,0.0037,1.03E-04
5.34565,0.00376,1.18E-04
5.39559,0.00384,1.06E-04
5.44595,0.00395,1.03E-04
5.49673,0.00399,1.11E-04
5.54792,0.00403,1.12E-04
5.59955,0.0041,1.10E-04
5.65161,0.00413,1.11E-04
5.70411,0.00415,1.23E-04
5.75705,0.00419,1.06E-04
5.81043,0.00434,1.13E-04
5.86427,0.00441,1.16E-04
5.91857,0.00444,1.16E-04
5.97333,0.00459,1.13E-04
6.02855,0.00463,1.11E-04
6.08425,0.00467,1.13E-04
6.14043,0.00466,1.14E-04
6.1971,0.00471,1.19E-04
6.25425,0.00487,1.16E-04
6.3119,0.00493,1.15E-04
6.37005,0.00506,1.18E-04
6.42871,0.00513,1.17E-04
6.48788,0.0052,1.14E-04
6.54756,0.00521,1.17E-04
6.60778,0.00522,1.17E-04
6.66852,0.00524,1.20E-04
6.72981,0.00525,1.16E-04
6.79164,0.00527,1.24E-04
6.85401,0.0053,1.17E-04
6.91695,0.00542,1.21E-04
6.98045,0.00548,1.19E-04
7.04452,0.00547,1.17E-04
7.10916,0.00549,1.14E-04
7.17439,0.00555,1.19E-04
7.24021,0.00565,1.28E-04
7.30663,0.00571,1.25E-04
7.37366,0.00574,1.22E-04
7.4413,0.00579,1.24E-04
7.50956,0.00587,1.23E-04
7.57844,0.00598,1.24E-04
7.64796,0.006,1.24E-04
7.71813,0.006,1.25E-04
7.78895,0.00595,1.25E-04
7.86043,0.00608,1.29E-04
7.93258,0.00616,1.28E-04
8.0054,0.00623,1.30E-04
8.0789,0.00626,1.31E-04
8.15311,0.00631,1.31E-04
8.22801,0.00631,1.28E-04
8.30362,0.00629,1.28E-04
8.37996,0.00629,1.27E-04
8.45702,0.00642,1.32E-04
8.53482,0.00647,1.27E-04
8.61338,0.00642,1.28E-04
8.69268,0.00647,1.27E-04
8.77276,0.00652,1.28E-04
8.85361,0.00664,1.24E-04
8.93525,0.00665,1.27E-04
9.01769,0.00665,1.27E-04
9.10094,0.00672,1.25E-04
9.185,0.00678,1.34E-04
9.2699,0.00678,1.30E-04
9.35563,0.00673,1.32E-04
9.44222,0.00675,1.30E-04
9.52967,0.00676,1.34E-04
9.618,0.0068,1.31E-04
9.70721,0.00679,1.31E-04
9.79732,0.0068,1.30E-04
9.88834,0.00676,1.28E-04
9.98028,0.00669,1.32E-04
10.0732,0.00676,1.26E-04
10.167,0.00682,1.27E-04
10.2618,0.00677,1.29E-04
10.3575,0.0067,1.30E-04
10.4543,0.00662,1.28E-04
10.552,0.00672,1.29E-04
10.6508,0.00681,1.27E-04
10.7506,0.00696,1.28E-04
10.8514,0.00703,1.28E-04
10.9533,0.00706,1.29E-04
11.0563,0.00699,1.29E-04
11.1603,0.00688,1.35E-04
11.2655,0.00686,1.28E-04
11.3717,0.00692,1.28E-04
11.4792,0.00704,1.27E-04
11.5877,0.00707,1.28E-04
11.6974,0.00709,1.32E-04
11.8084,0.00713,1.31E-04
11.9205,0.00716,1.28E-04
12.0338,0.00726,1.32E-04
12.1484,0.00726,1.31E-04
12.2642,0.00732,1.33E-04
12.3813,0.00734,1.30E-04
12.4997,0.00741,1.34E-04
12.6194,0.00744,1.34E-04
12.7404,0.00746,1.32E-04
12.8628,0.00751,1.30E-04
12.9865,0.00751,1.36E-04
13.1116,0.00753,1.34E-04
13.2382,0.00759,1.32E-04
13.3662,0.0077,1.31E-04
13.4956,0.00773,1.29E-04
13.6265,0.00769,1.37E-04
13.7589,0.00762,1.36E-04
13.8929,0.00763,1.33E-04
14.0283,0.00769,1.39E-04
14.1654,0.00782,1.35E-04
14.304,0.00789,1.46E-04
14.4443,0.00799,1.41E-04
14.5862,0.00799,1.45E-04
14.7298,0.00805,1.49E-04
14.875,0.00806,1.46E-04
15.022,0.00823,1.54E-04
15.1708,0.00839,1.49E-04
15.3213,0.00854,1.51E-04
15.4736,0.00859,1.52E-04
15.6278,0.00866,1.59E-04
15.7838,0.00878,1.59E-04
15.9417,0.00893,1.65E-04
16.1016,0.00897,1.72E-04
16.2633,0.00911,1.76E-04
16.4271,0.00916,1.74E-04
16.593,0.00934,1.82E-04
16.7608,0.0093,1.92E-04
16.9308,0.00935,1.91E-04
17.1029,0.00939,1.99E-04
17.2771,0.00947,2.02E-04
17.4536,0.00951,2.10E-04
17.6322,0.00954,2.02E-04
17.8132,0.00948,2.10E-04
17.9964,0.00944,2.26E-04
18.182,0.00928,2.14E-04
18.37,0.00927,2.32E-04
18.5605,0.00918,2.18E-04
18.7534,0.00917,2.27E-04
18.9488,0.00902,2.27E-04
19.1467,0.00885,2.35E-04
19.3473,0.00872,2.30E-04
19.5506,0.00874,2.29E-04
19.7565,0.00876,2.29E-04
19.9652,0.00872,2.40E-04
20.1766,0.00854,2.43E-04
20.3909,0.00851,2.59E-04
20.6082,0.00841,2.45E-04
20.8283,0.00843,2.48E-04
21.0515,0.00842,2.53E-04
21.2777,0.00855,2.42E-04
21.507,0.0086,2.37E-04
21.7395,0.0085,2.31E-04
21.9753,0.00845,2.50E-04
22.2143,0.00851,2.42E-04
22.4566,0.00869,2.30E-04
22.7024,0.00879,2.37E-04
22.9517,0.00886,2.16E-04
23.2045,0.00889,2.10E-04
23.4609,0.00893,2.07E-04
23.721,0.0088,2.06E-04
23.9849,0.00875,2.15E-04
24.2526,0.00871,2.01E-04
24.5241,0.00886,1.96E-04
24.7997,0.00883,1.93E-04
25.0793,0.00882,1.91E-04
25.363,0.00869,1.87E-04
25.651,0.00874,1.81E-04
25.9432,0.00865,1.80E-04
26.2398,0.00861,1.81E-04
26.5409,0.00853,1.77E-04
26.8466,0.00846,1.76E-04
27.1569,0.00852,1.80E-04
27.472,0.00846,1.67E-04
27.7919,0.00851,1.68E-04
28.1167,0.00851,1.71E-04
28.4467,0.00844,1.69E-04
28.7817,0.0085,1.70E-04
29.122,0.0083,1.57E-04
29.4678,0.00835,1.67E-04
29.8189,0.00813,1.64E-04
30.1757,0.00812,1.67E-04
30.5383,0.008,1.67E-04
30.9066,0.008,1.61E-04
31.281,0.00796,1.67E-04
31.6614,0.00786,1.62E-04
32.0481,0.00783,1.78E-04
32.4412,0.00776,1.70E-04
32.8407,0.00783,1.75E-04
33.247,0.00782,1.78E-04
33.66,0.00782,1.79E-04
34.08,0.00773,1.68E-04
34.5071,0.00778,1.73E-04
34.9415,0.00779,1.79E-04
35.3833,0.00784,1.71E-04
35.8328,0.00776,1.69E-04
36.2901,0.00769,1.74E-04
36.7553,0.00767,1.75E-04
37.2287,0.00774,1.68E-04
37.7104,0.00784,1.63E-04
38.2007,0.00798,1.65E-04
38.6998,0.00811,1.58E-04
39.2078,0.00822,1.52E-04
39.725,0.00826,1.57E-04
40.2516,0.00826,1.55E-04
40.7879,0.00826,1.53E-04
41.334,0.00829,1.52E-04
41.8902,0.00841,1.49E-04
42.4568,0.00857,1.45E-04
43.034,0.00866,1.41E-04
43.6221,0.00868,1.52E-04
44.2214,0.00866,1.46E-04
44.8321,0.0087,1.51E-04
45.4546,0.00871,1.51E-04
46.0891,0.00873,1.45E-04
46.736,0.00875,1.53E-04
47.3956,0.00879,1.53E-04
48.0681,0.0089,1.52E-04
48.7541,0.00891,1.56E-04
49.4537,0.00894,1.55E-04
50.1675,0.00896,1.56E-04
50.8957,0.00892,1.58E-04
51.6388,0.00889,1.60E-04
52.3971,0.0088,1.62E-04
53.1711,0.0089,1.60E-04
53.9613,0.00902,1.62E-04
54.7681,0.00911,1.70E-04
55.5919,0.00921,1.72E-04
56.4332,0.00923,1.73E-04
57.2925,0.00921,1.78E-04
58.1704,0.00929,1.81E-04
59.0674,0.00926,1.84E-04
59.984,0.00933,1.82E-04
60.9208,0.00934,1.88E-04
61.8785,0.00944,1.91E-04
62.8576,0.00946,1.97E-04
63.8588,0.00943,2.02E-04
64.8827,0.00939,1.98E-04
65.9301,0.00931,2.03E-04
67.0017,0.00926,2.09E-04
68.0982,0.00925,2.13E-04
69.2203,0.00924,2.12E-04
70.369,0.0092,2.22E-04
71.5451,0.00915,2.28E-04
72.7493,0.00907,2.32E-04
73.9827,0.00897,2.38E-04
75.2462,0.00888,2.48E-04
76.5407,0.00885,2.51E-04
77.8674,0.00886,2.64E-04
79.2272,0.00889,2.62E-04
80.6213,0.00896,2.96E-04
82.0509,0.00887,3.00E-04
83.5171,0.00877,3.05E-04
85.0212,0.00866,3.22E-04
86.5645,0.00881,3.43E-04
88.1485,0.00895,3.30E-04
89.7746,0.0091,3.50E-04
91.4442,0.00893,3.69E-04
93.1589,0.00892,4.08E-04
94.9203,0.00852,4.01E-04
96.7303,0.0083,4.16E-04
98.5905,0.00811,4.73E-04
100.503,0.00836,4.85E-04
102.469,0.00831,5.08E-04
104.492,0.0083,5.52E-04
106.573,0.00766,5.97E-04
108.715,0.00777,6.73E-04
110.92,0.00726,7.18E-04
113.19,0.00735,7.60E-04
115.528,0.00689,8.04E-04
117.937,0.00683,8.92E-04
120.42,0.00658,0.00101
122.98,0.00664,0.00112
125.619,0.00603,0.00121
128.342,0.0061,0.00139
131.152,0.00535,0.00155
134.053,0.00627,0.00171
137.048,0.00634,0.00182
140.142,0.0075,0.0022
143.339,0.00728,0.00248
146.644,0.00885,0.00283
150.061,0.01015,0.0032
153.597,0.01205,0.00379
157.255,0.01093,0.00461
161.043,0.00959,0.0053
164.966,0.01001,0.00668
169.031,0.013,0.00744
173.245,0.01758,0.00919
177.614,0.02161,0.01138
182.148,0.01977,0.01427
186.853,0.01529,0.01791
191.74,0.0087,0.02235
196.817,0.02194,0.02928
202.095,0.03449,0.03605
207.583,0.07194,0.0449
213.294,0.08026,0.06136
219.24,0.09716,0.08175
225.434,0.16869,0.11395
231.889,0.116,0.14463
238.621,0.34648,0.23771
245.646,0.44149,0.30053
252.98,0.93011,0.44163
260.643,1.08626,0.61837
268.654,1.67486,0.96313
277.035,2.59718,1.53036
285.809,5.31961,2.33709
295.001,9.42378,3.55023
