Energy (meV),DOS
14.5,0.001389782
14.6,0.001502915
14.7,0.00162385
14.8,0.001745418
14.9,0.001858325
15,0.001952506
15.1,0.002018763
15.2,0.002050332
15.3,0.002044046
15.4,0.002000835
15.5,0.001925512
15.6,0.001825893
15.7,0.001711482
15.8,0.001592015
15.9,0.001476134
16,0.001370446
16.1,0.001279067
16.2,0.001203671
16.3,0.001143927
16.4,0.001098184
16.5,0.001064188
16.6,0.001039718
16.7,0.001023001
16.8,0.001012895
16.9,0.001008866
17,0.001010805
17.1,0.001018791
17.2,0.001032864
17.3,0.001052861
17.4,0.001078349
17.5,0.001108649
17.6,0.001142913
17.7,0.001180236
17.8,0.001219758
17.9,0.001260738
18,0.001302578
18.1,0.001344813
18.2,0.001387077
18.3,0.001429049
18.4,0.001470422
18.5,0.001510877
18.6,0.00155008
18.7,0.001587702
18.8,0.001623429
18.9,0.001656983
19,0.001688119
19.1,0.001716607
19.2,0.001742209
19.3,0.001764641
19.4,0.001783552
19.5,0.001798514
19.6,0.001809038
19.7,0.001814616
19.8,0.001814789
19.9,0.001809218
20,0.001797765
20.1,0.001780549
20.2,0.001757992
20.3,0.001730814
20.4,0.001700013
20.5,0.001666806
20.6,0.001632554
20.7,0.001598671
20.8,0.001566545
20.9,0.001537461
21,0.001512544
21.1,0.001492729
21.2,0.00147874
21.3,0.001471093
21.4,0.001470113
21.5,0.001475946
21.6,0.00148858
21.7,0.001507861
21.8,0.001533497
21.9,0.001565066
22,0.001602014
22.1,0.001643651
22.2,0.001689156
22.3,0.001737577
22.4,0.001787848
22.5,0.001838804
22.6,0.001889217
22.7,0.001937827
22.8,0.001983386
22.9,0.002024704
23,0.002060694
23.1,0.002090418
23.2,0.002113121
23.3,0.002128267
23.4,0.002135557
23.5,0.002134942
23.6,0.002126621
23.7,0.00211103
23.8,0.002088821
23.9,0.002060828
24,0.002028032
24.1,0.001991516
24.2,0.00195242
24.3,0.0019119
24.4,0.001871083
24.5,0.001831032
24.6,0.001792718
24.7,0.001757001
24.8,0.001724608
24.9,0.001696136
25,0.001672049
25.1,0.001652683
25.2,0.001638261
25.3,0.001628902
25.4,0.001624638
25.5,0.001625429
25.6,0.001631175
25.7,0.001641725
25.8,0.001656891
25.9,0.00167645
26,0.001700148
26.1,0.001727703
26.2,0.001758805
26.3,0.001793113
26.4,0.001830258
26.5,0.001869837
26.6,0.001911413
26.7,0.001954521
26.8,0.001998664
26.9,0.002043324
27,0.002087963
27.1,0.002132031
27.2,0.002174983
27.3,0.00221628
27.4,0.002255413
27.5,0.002291904
27.6,0.00232533
27.7,0.002355327
27.8,0.002381605
27.9,0.00240396
28,0.002422273
28.1,0.002436525
28.2,0.002446792
28.3,0.002453245
28.4,0.002456148
28.5,0.002455849
28.6,0.00245277
28.7,0.002447398
28.8,0.002440267
28.9,0.002431946
29,0.002423019
29.1,0.002414074
29.2,0.002405682
29.3,0.002398387
29.4,0.002392685
29.5,0.002389022
29.6,0.002387773
29.7,0.002389245
29.8,0.002393663
29.9,0.002401173
30,0.002411839
30.1,0.002425646
30.2,0.002442504
30.3,0.002462253
30.4,0.002484671
30.5,0.002509484
30.6,0.002536375
30.7,0.002564991
30.8,0.002594962
30.9,0.002625902
31,0.002657426
31.1,0.002689158
31.2,0.002720741
31.3,0.002751842
31.4,0.002782165
31.5,0.002811452
31.6,0.002839491
31.7,0.002866116
31.8,0.002891213
31.9,0.002914716
32,0.002936609
32.1,0.002956924
32.2,0.002975737
32.3,0.002993162
32.4,0.003009348
32.5,0.003024471
32.6,0.003038732
32.7,0.003052343
32.8,0.003065527
32.9,0.003078507
33,0.0030915
33.1,0.003104713
33.2,0.003118337
33.3,0.003132541
33.4,0.003147468
33.5,0.003163235
33.6,0.003179928
33.7,0.003197604
33.8,0.003216289
33.9,0.003235978
34,0.00325664
34.1,0.003278219
34.2,0.003300635
34.3,0.003323792
34.4,0.003347577
34.5,0.003371869
34.6,0.003396539
34.7,0.003421457
34.8,0.003446495
34.9,0.003471529
35,0.003496445
35.1,0.003521141
35.2,0.003545528
35.3,0.003569533
35.4,0.0035931
35.5,0.003616189
35.6,0.00363878
35.7,0.003660868
35.8,0.003682463
35.9,0.003703594
36,0.003724299
36.1,0.003744629
36.2,0.003764642
36.3,0.003784406
36.4,0.00380399
36.5,0.003823467
36.6,0.00384291
36.7,0.003862388
36.8,0.003881969
36.9,0.003901712
37,0.003921672
37.1,0.003941895
37.2,0.003962417
37.3,0.003983267
37.4,0.004004466
37.5,0.004026022
37.6,0.004047939
37.7,0.004070211
37.8,0.004092826
37.9,0.004115766
38,0.004139009
38.1,0.004162529
38.2,0.0041863
38.3,0.004210292
38.4,0.00423448
38.5,0.004258837
38.6,0.004283341
38.7,0.004307973
38.8,0.004332718
38.9,0.004357566
39,0.004382514
39.1,0.004407563
39.2,0.00443272
39.3,0.004457997
39.4,0.004483412
39.5,0.004508986
39.6,0.004534747
39.7,0.004560722
39.8,0.004586945
39.9,0.004613449
40,0.004640269
40.1,0.004667438
40.2,0.004694992
40.3,0.004722963
40.4,0.004751381
40.5,0.004780272
40.6,0.004809663
40.7,0.004839572
40.8,0.004870017
40.9,0.00490101
41,0.00493256
41.1,0.00496467
41.2,0.004997341
41.3,0.00503057
41.4,0.005064351
41.5,0.005098676
41.6,0.005133532
41.7,0.005168908
41.8,0.00520479
41.9,0.005241164
42,0.005278017
42.1,0.005315336
42.2,0.005353109
42.3,0.005391328
42.4,0.005429986
42.5,0.005469077
42.6,0.005508603
42.7,0.005548563
42.8,0.005588966
42.9,0.005629819
43,0.005671136
43.1,0.005712934
43.2,0.005755233
43.3,0.005798056
43.4,0.005841428
43.5,0.00588538
43.6,0.005929942
43.7,0.005975148
43.8,0.006021032
43.9,0.006067631
44,0.006114981
44.1,0.00616312
44.2,0.006212087
44.3,0.006261917
44.4,0.006312649
44.5,0.006364319
44.6,0.006416961
44.7,0.006470611
44.8,0.006525302
44.9,0.006581065
45,0.00663793
45.1,0.006695927
45.2,0.006755084
45.3,0.006815426
45.4,0.006876979
45.5,0.006939768
45.6,0.007003816
45.7,0.007069144
45.8,0.007135777
45.9,0.007203735
46,0.007273041
46.1,0.007343717
46.2,0.007415784
46.3,0.007489267
46.4,0.007564188
46.5,0.007640574
46.6,0.007718448
46.7,0.00779784
46.8,0.007878778
46.9,0.007961292
47,0.008045414
47.1,0.008131178
47.2,0.008218622
47.3,0.008307782
47.4,0.008398699
47.5,0.008491416
47.6,0.008585977
47.7,0.00868243
47.8,0.008780823
47.9,0.008881208
48,0.008983639
48.1,0.009088173
48.2,0.009194868
48.3,0.009303785
48.4,0.009414988
48.5,0.009528542
48.6,0.009644515
48.7,0.009762978
48.8,0.009884003
48.9,0.010007666
49,0.010134045
49.1,0.010263218
49.2,0.010395268
49.3,0.01053028
49.4,0.010668341
49.5,0.010809539
49.6,0.010953967
49.7,0.011101717
49.8,0.011252886
49.9,0.011407572
50,0.011565875
50.1,0.011727898
50.2,0.011893744
50.3,0.012063521
50.4,0.012237335
50.5,0.012415297
50.6,0.012597518
50.7,0.01278411
50.8,0.012975187
50.9,0.013170863
51,0.013371254
51.1,0.013576475
51.2,0.013786643
51.3,0.014001873
51.4,0.014222281
51.5,0.014447981
51.6,0.014679086
51.7,0.01491571
51.8,0.015157961
51.9,0.015405947
52,0.015659774
52.1,0.015919542
52.2,0.016185349
52.3,0.016457289
52.4,0.016735451
52.5,0.017019916
52.6,0.017310763
52.7,0.017608063
52.8,0.017911878
52.9,0.018222265
53,0.018539272
53.1,0.018862937
53.2,0.01919329
53.3,0.019530351
53.4,0.019874128
53.5,0.020224619
53.6,0.02058181
53.7,0.020945674
53.8,0.021316173
53.9,0.021693252
54,0.022076845
54.1,0.022466871
54.2,0.022863233
54.3,0.023265819
54.4,0.023674501
54.5,0.024089135
54.6,0.024509559
54.7,0.024935596
54.8,0.025367048
54.9,0.025803703
55,0.026245327
55.1,0.02669167
55.2,0.027142463
55.3,0.027597418
55.4,0.028056227
55.5,0.028518565
55.6,0.028984086
55.7,0.029452426
55.8,0.029923202
55.9,0.030396011
56,0.030870432
56.1,0.031346025
56.2,0.031822333
56.3,0.03229888
56.4,0.032775172
56.5,0.033250699
56.6,0.033724934
56.7,0.034197335
56.8,0.034667343
56.9,0.035134387
57,0.035597879
57.1,0.036057221
57.2,0.036511803
57.3,0.036961003
57.4,0.03740419
57.5,0.037840724
57.6,0.038269958
57.7,0.03869124
57.8,0.039103912
57.9,0.039507314
58,0.039900783
58.1,0.040283657
58.2,0.040655276
58.3,0.041014982
58.4,0.041362122
58.5,0.041696051
58.6,0.04201613
58.7,0.042321734
58.8,0.042612245
58.9,0.042887064
59,0.043145604
59.1,0.043387297
59.2,0.043611595
59.3,0.04381797
59.4,0.044005919
59.5,0.044174962
59.6,0.044324645
59.7,0.044454545
59.8,0.044564268
59.9,0.044653448
60,0.044721758
60.1,0.0447689
60.2,0.044794616
60.3,0.044798681
60.4,0.04478091
60.5,0.044741158
60.6,0.04467932
60.7,0.044595328
60.8,0.044489161
60.9,0.044360835
61,0.044210413
61.1,0.044037996
61.2,0.043843731
61.3,0.043627806
61.4,0.043390453
61.5,0.043131945
61.6,0.042852596
61.7,0.042552763
61.8,0.042232841
61.9,0.041893268
62,0.041534516
62.1,0.041157097
62.2,0.040761558
62.3,0.04034848
62.4,0.039918479
62.5,0.039472199
62.6,0.039010315
62.7,0.038533532
62.8,0.038042576
62.9,0.037538199
63,0.037021176
63.1,0.036492298
63.2,0.035952375
63.3,0.035402233
63.4,0.034842707
63.5,0.034274646
63.6,0.033698904
63.7,0.033116341
63.8,0.032527822
63.9,0.03193421
64,0.031336368
64.1,0.030735157
64.2,0.030131428
64.3,0.029526027
64.4,0.028919789
64.5,0.028313536
64.6,0.027708076
64.7,0.027104202
64.8,0.026502687
64.9,0.025904287
65,0.025309734
65.1,0.024719739
65.2,0.02413499
65.3,0.023556146
65.4,0.022983844
65.5,0.022418691
65.6,0.021861265
65.7,0.021312118
65.8,0.020771768
65.9,0.020240706
66,0.01971939
66.1,0.01920825
66.2,0.01870768
66.3,0.018218046
66.4,0.017739683
66.5,0.017272893
66.6,0.016817948
66.7,0.016375089
66.8,0.015944527
66.9,0.015526443
67,0.01512099
67.1,0.014728292
67.2,0.014348446
67.3,0.01398152
67.4,0.013627558
67.5,0.013286579
67.6,0.012958578
67.7,0.012643527
67.8,0.012341375
67.9,0.012052051
68,0.011775465
68.1,0.011511507
68.2,0.01126005
68.3,0.011020952
68.4,0.010794054
68.5,0.010579184
68.6,0.010376156
68.7,0.010184775
68.8,0.010004833
68.9,0.009836113
69,0.00967839
69.1,0.00953143
69.2,0.009394995
69.3,0.009268841
69.4,0.009152717
69.5,0.009046373
69.6,0.008949552
69.7,0.008861997
69.8,0.00878345
69.9,0.008713652
70,0.008652346
70.1,0.008599274
70.2,0.00855418
70.3,0.00851681
70.4,0.008486915
70.5,0.008464246
70.6,0.008448559
70.7,0.008439614
70.8,0.008437176
70.9,0.008441013
71,0.008450898
71.1,0.008466611
71.2,0.008487936
71.3,0.008514663
71.4,0.008546586
71.5,0.008583507
71.6,0.008625231
71.7,0.008671573
71.8,0.008722349
71.9,0.008777383
72,0.008836506
72.1,0.008899553
72.2,0.008966364
72.3,0.009036786
72.4,0.00911067
72.5,0.009187875
72.6,0.009268261
72.7,0.009351696
72.8,0.009438052
72.9,0.009527205
73,0.009619036
73.1,0.009713429
73.2,0.009810275
73.3,0.009909466
73.4,0.010010899
73.5,0.010114473
73.6,0.010220093
73.7,0.010327664
73.8,0.010437095
73.9,0.0105483
74,0.010661192
74.1,0.010775688
74.2,0.010891707
74.3,0.01100917
74.4,0.011127999
74.5,0.011248118
74.6,0.011369454
74.7,0.011491932
74.8,0.011615481
74.9,0.011740031
75,0.011865509
75.1,0.011991848
75.2,0.012118979
75.3,0.012246832
75.4,0.01237534
75.5,0.012504436
75.6,0.01263405
75.7,0.012764116
75.8,0.012894567
75.9,0.013025334
76,0.01315635
76.1,0.013287546
76.2,0.013418854
76.3,0.013550206
76.4,0.013681533
76.5,0.013812764
76.6,0.013943831
76.7,0.014074662
76.8,0.014205187
76.9,0.014335335
77,0.014465033
77.1,0.01459421
77.2,0.014722791
77.3,0.014850705
77.4,0.014977877
77.5,0.015104232
77.6,0.015229696
77.7,0.015354194
77.8,0.015477649
77.9,0.015599986
78,0.015721128
78.1,0.015840998
78.2,0.01595952
78.3,0.016076616
78.4,0.016192208
78.5,0.01630622
78.6,0.016418574
78.7,0.016529192
78.8,0.016637997
78.9,0.01674491
79,0.016849856
79.1,0.016952757
79.2,0.017053536
79.3,0.017152117
79.4,0.017248425
79.5,0.017342383
79.6,0.017433919
79.7,0.017522957
79.8,0.017609424
79.9,0.017693248
80,0.017774358
80.1,0.017852684
80.2,0.017928156
80.3,0.018000705
80.4,0.018070266
80.5,0.018136772
80.6,0.01820016
80.7,0.018260367
80.8,0.018317332
80.9,0.018370996
81,0.018421301
81.1,0.01846819
81.2,0.018511612
81.3,0.018551512
81.4,0.018587843
81.5,0.018620555
81.6,0.018649604
81.7,0.018674945
81.8,0.018696539
81.9,0.018714347
82,0.018728332
82.1,0.018738461
82.2,0.018744703
82.3,0.01874703
82.4,0.018745416
82.5,0.018739839
82.6,0.018730277
82.7,0.018716715
82.8,0.018699137
82.9,0.018677532
83,0.018651891
83.1,0.01862221
83.2,0.018588486
83.3,0.018550718
83.4,0.018508911
83.5,0.018463072
83.6,0.018413209
83.7,0.018359336
83.8,0.018301469
83.9,0.018239626
84,0.01817383
84.1,0.018104105
84.2,0.018030481
84.3,0.017952987
84.4,0.017871659
84.5,0.017786533
84.6,0.01769765
84.7,0.017605052
84.8,0.017508786
84.9,0.017408901
85,0.017305448
85.1,0.017198481
85.2,0.017088057
85.3,0.016974237
85.4,0.016857082
85.5,0.016736657
85.6,0.01661303
85.7,0.01648627
85.8,0.016356448
85.9,0.016223639
86,0.016087919
86.1,0.015949367
86.2,0.015808061
86.3,0.015664086
86.4,0.015517523
86.5,0.015368459
86.6,0.015216981
86.7,0.015063178
86.8,0.014907138
86.9,0.014748955
87,0.014588719
87.1,0.014426524
87.2,0.014262465
87.3,0.014096637
87.4,0.013929136
87.5,0.013760059
87.6,0.013589503
87.7,0.013417565
87.8,0.013244344
87.9,0.013069937
88,0.012894443
88.1,0.01271796
88.2,0.012540586
88.3,0.012362419
88.4,0.012183556
88.5,0.012004095
88.6,0.011824133
88.7,0.011643765
88.8,0.011463086
88.9,0.011282191
89,0.011101174
89.1,0.010920127
89.2,0.010739141
89.3,0.010558306
89.4,0.010377712
89.5,0.010197447
89.6,0.010017595
89.7,0.009838243
89.8,0.009659473
89.9,0.009481366
90,0.009304002
90.1,0.00912746
90.2,0.008951815
90.3,0.008777142
90.4,0.008603513
90.5,0.008430998
90.6,0.008259665
90.7,0.008089581
90.8,0.00792081
90.9,0.007753414
91,0.007587452
91.1,0.007422981
91.2,0.007260059
91.3,0.007098736
91.4,0.006939064
91.5,0.006781092
91.6,0.006624866
91.7,0.006470429
91.8,0.006317823
91.9,0.006167087
92,0.006018259
92.1,0.005871373
92.2,0.005726461
92.3,0.005583553
92.4,0.005442678
92.5,0.005303861
92.6,0.005167124
92.7,0.00503249
92.8,0.004899978
92.9,0.004769604
93,0.004641382
93.1,0.004515327
93.2,0.004391448
93.3,0.004269753
93.4,0.00415025
93.5,0.004032944
93.6,0.003917837
93.7,0.003804929
93.8,0.003694222
93.9,0.003585711
94,0.003479393
94.1,0.003375262
94.2,0.00327331
94.3,0.003173528
94.4,0.003075907
94.5,0.002980433
94.6,0.002887094
94.7,0.002795875
94.8,0.002706761
94.9,0.002619733
95,0.002534774
95.1,0.002451865
95.2,0.002370984
95.3,0.00229211
95.4,0.002215222
95.5,0.002140295
95.6,0.002067305
95.7,0.001996229
95.8,0.001927038
95.9,0.001859709
96,0.001794212
96.1,0.001730522
96.2,0.001668609
96.3,0.001608446
96.4,0.001550002
96.5,0.001493249
96.6,0.001438157
96.7,0.001384696
96.8,0.001332835
96.9,0.001282545
97,0.001233793
97.1,0.00118655
97.2,0.001140784
97.3,0.001096464
97.4,0.00105356
97.5,0.00101204
97.6,0.000971874
97.7,0.00093303
97.8,0.000895478
97.9,0.000859186
98,0.000824126
98.1,0.000790266
98.2,0.000757576
98.3,0.000726026
98.4,0.000695588
98.5,0.000666231
98.6,0.000637927
98.7,0.000610648
98.8,0.000584364
98.9,0.000559048
99,0.000534673
99.1,0.000511211
99.2,0.000488636
99.3,0.000466921
99.4,0.000446041
99.5,0.000425971
99.6,0.000406684
99.7,0.000388157
99.8,0.000370366
99.9,0.000353287
100,0.000336896
100.1,0.000321173
100.2,0.000306093
100.3,0.000291636
100.4,0.000277781
100.5,0.000264506
100.6,0.000251792
100.7,0.000239619
100.8,0.000227968
100.9,0.00021682
101,0.000206156
101.1,0.00019596
101.2,0.000186213
101.3,0.000176899
101.4,0.000168002
101.5,0.000159506
101.6,0.000151395
101.7,0.000143654
101.8,0.000136269
101.9,0.000129226
102,0.000122511
102.1,0.000116111
102.2,0.000110013
102.3,0.000104204
102.4,9.87E-05
102.5,9.34E-05
102.6,8.84E-05
102.7,8.36E-05
102.8,7.91E-05
102.9,7.48E-05
103,7.07E-05
103.1,6.68E-05
103.2,6.31E-05
103.3,5.96E-05
103.4,5.63E-05
103.5,5.31E-05
103.6,5.01E-05
103.7,4.73E-05
103.8,4.46E-05
103.9,4.20E-05
104,3.96E-05
104.1,3.73E-05
104.2,3.52E-05
104.3,3.31E-05
104.4,3.12E-05
104.5,2.93E-05
104.6,2.76E-05
104.7,2.60E-05
104.8,2.44E-05
104.9,2.29E-05
105,2.16E-05
105.1,2.03E-05
105.2,1.90E-05
105.3,1.79E-05
105.4,1.68E-05
105.5,1.57E-05
105.6,1.48E-05
105.7,1.38E-05
105.8,1.30E-05
105.9,1.22E-05
106,1.14E-05
106.1,1.07E-05
106.2,1.00E-05
106.3,9.36E-06
106.4,8.76E-06
106.5,8.19E-06
106.6,7.66E-06
106.7,7.17E-06
106.8,6.70E-06
106.9,6.26E-06
107,5.85E-06
107.1,5.46E-06
107.2,5.10E-06
107.3,4.76E-06
107.4,4.44E-06
107.5,4.14E-06
107.6,3.86E-06
107.7,3.60E-06
107.8,3.36E-06
107.9,3.13E-06
108,2.92E-06
108.1,2.71E-06
108.2,2.53E-06
108.3,2.35E-06
108.4,2.19E-06
108.5,2.04E-06
108.6,1.89E-06
108.7,1.76E-06
108.8,1.64E-06
108.9,1.52E-06
109,1.41E-06
109.1,1.31E-06
109.2,1.22E-06
109.3,1.13E-06
109.4,1.05E-06
109.5,9.71E-07
109.6,9.00E-07
109.7,8.34E-07
109.8,7.73E-07
109.9,7.16E-07
110,6.63E-07
110.1,6.14E-07
110.2,5.68E-07
110.3,5.26E-07
110.4,4.86E-07
110.5,4.50E-07
110.6,4.16E-07
110.7,3.84E-07
110.8,3.55E-07
110.9,3.28E-07
111,3.03E-07
111.1,2.80E-07
111.2,2.58E-07
111.3,2.38E-07
111.4,2.19E-07
111.5,2.02E-07
111.6,1.87E-07
111.7,1.72E-07
111.8,1.58E-07
111.9,1.46E-07
112,1.34E-07
112.1,1.24E-07
112.2,1.14E-07
112.3,1.05E-07
112.4,9.62E-08
112.5,8.84E-08
112.6,8.13E-08
112.7,7.47E-08
112.8,6.86E-08
112.9,6.30E-08
113,5.78E-08
113.1,5.31E-08
113.2,4.87E-08
113.3,4.46E-08
113.4,4.09E-08
113.5,3.75E-08
113.6,3.44E-08
113.7,3.15E-08
113.8,2.89E-08
113.9,2.64E-08
114,2.42E-08
114.1,2.21E-08
114.2,2.02E-08
114.3,1.85E-08
114.4,1.69E-08
114.5,1.55E-08
114.6,1.41E-08
114.7,1.29E-08
114.8,1.18E-08
114.9,1.08E-08
115,9.82E-09
115.1,8.96E-09
115.2,8.17E-09
115.3,7.45E-09
115.4,6.79E-09
115.5,6.19E-09
115.6,5.64E-09
115.7,5.14E-09
115.8,4.68E-09
115.9,4.26E-09
116,3.88E-09
116.1,3.53E-09
116.2,3.21E-09
116.3,2.92E-09
116.4,2.65E-09
116.5,2.41E-09
116.6,2.19E-09
116.7,1.99E-09
116.8,1.80E-09
116.9,1.64E-09
117,1.49E-09
117.1,1.35E-09
117.2,1.22E-09
117.3,1.11E-09
117.4,1.00E-09
117.5,9.09E-10
117.6,8.24E-10
117.7,7.46E-10
117.8,6.75E-10
117.9,6.11E-10
118,5.53E-10
118.1,5.00E-10
118.2,4.52E-10
118.3,4.09E-10
118.4,3.69E-10
118.5,3.34E-10
118.6,3.01E-10
118.7,2.72E-10
118.8,2.46E-10
118.9,2.22E-10
119,2.00E-10
119.1,1.80E-10
119.2,1.62E-10
119.3,1.46E-10
119.4,1.32E-10
119.5,1.19E-10
119.6,1.07E-10
119.7,9.64E-11
119.8,8.67E-11
119.9,7.80E-11
120,7.02E-11
120.1,6.31E-11
120.2,5.67E-11
120.3,5.10E-11
120.4,4.58E-11
120.5,4.11E-11
120.6,3.69E-11
120.7,3.31E-11
120.8,2.97E-11
120.9,2.67E-11
121,2.39E-11
121.1,2.15E-11
121.2,1.92E-11
121.3,1.72E-11
121.4,1.54E-11
121.5,1.38E-11
121.6,1.24E-11
121.7,1.11E-11
121.8,9.91E-12
121.9,8.87E-12
122,7.93E-12
122.1,7.09E-12
122.2,6.33E-12
122.3,5.66E-12
122.4,5.05E-12
122.5,4.51E-12
122.6,4.03E-12
122.7,3.60E-12
122.8,3.21E-12
122.9,2.86E-12
123,2.55E-12
123.1,2.27E-12
123.2,2.03E-12
123.3,1.80E-12
123.4,1.61E-12
123.5,1.43E-12
123.6,1.27E-12
123.7,1.13E-12
123.8,1.01E-12
123.9,8.97E-13
124,7.97E-13
124.1,7.08E-13
124.2,6.29E-13
124.3,5.59E-13
124.4,4.96E-13
124.5,4.41E-13
124.6,3.91E-13
124.7,3.47E-13
124.8,3.08E-13
124.9,2.73E-13
125,2.42E-13
125.1,2.14E-13
125.2,1.90E-13
125.3,1.68E-13
125.4,1.49E-13
125.5,1.32E-13
125.6,1.17E-13
125.7,1.03E-13
125.8,9.12E-14
125.9,8.07E-14
126,7.13E-14
126.1,6.30E-14
126.2,5.56E-14
126.3,4.91E-14
126.4,4.34E-14
126.5,3.83E-14
126.6,3.38E-14
126.7,2.98E-14
126.8,2.63E-14
126.9,2.32E-14
127,2.04E-14
127.1,1.80E-14
127.2,1.58E-14
127.3,1.39E-14
127.4,1.23E-14
127.5,1.08E-14
127.6,9.50E-15
127.7,8.36E-15
127.8,7.35E-15
127.9,6.46E-15
128,5.67E-15
128.1,4.98E-15
128.2,4.38E-15
128.3,3.84E-15
128.4,3.37E-15
128.5,2.96E-15
128.6,2.60E-15
128.7,2.28E-15
128.8,1.99E-15
128.9,1.75E-15
129,1.53E-15
129.1,1.34E-15
129.2,1.17E-15
129.3,1.03E-15
129.4,9.00E-16
129.5,7.87E-16
129.6,6.88E-16
129.7,6.02E-16
129.8,5.26E-16
129.9,4.60E-16
130,4.01E-16
130.1,3.51E-16
130.2,3.06E-16
130.3,2.67E-16
130.4,2.33E-16
130.5,2.03E-16
130.6,1.77E-16
130.7,1.55E-16
130.8,1.35E-16
130.9,1.17E-16
131,1.02E-16
131.1,8.90E-17
131.2,7.75E-17
131.3,6.74E-17
131.4,5.86E-17
131.5,5.10E-17
131.6,4.43E-17
131.7,3.85E-17
131.8,3.35E-17
131.9,2.91E-17
132,2.53E-17
132.1,2.19E-17
132.2,1.90E-17
132.3,1.65E-17
132.4,1.43E-17
132.5,1.24E-17
132.6,1.08E-17
132.7,9.33E-18
132.8,8.08E-18
132.9,7.00E-18
133,6.06E-18
133.1,5.25E-18
133.2,4.54E-18
133.3,3.93E-18
133.4,3.40E-18
133.5,2.94E-18
133.6,2.54E-18
133.7,2.19E-18
133.8,1.89E-18
133.9,1.64E-18
134,1.41E-18
134.1,1.22E-18
134.2,1.05E-18
134.3,9.07E-19
134.4,7.82E-19
134.5,6.74E-19
134.6,5.81E-19
134.7,5.01E-19
134.8,4.31E-19
134.9,3.71E-19
135,3.20E-19
135.1,2.75E-19
135.2,2.37E-19
135.3,2.03E-19
135.4,1.75E-19
135.5,1.50E-19
135.6,1.29E-19
135.7,1.11E-19
135.8,9.53E-20
135.9,8.18E-20
136,7.02E-20
136.1,6.02E-20
136.2,5.16E-20
136.3,4.43E-20
136.4,3.80E-20
136.5,3.25E-20
136.6,2.79E-20
136.7,2.39E-20
136.8,2.04E-20
136.9,1.75E-20
137,1.50E-20
137.1,1.28E-20
137.2,1.09E-20
137.3,9.36E-21
137.4,8.00E-21
137.5,6.83E-21
137.6,5.84E-21
137.7,4.98E-21
137.8,4.25E-21
137.9,3.63E-21
138,3.10E-21
138.1,2.64E-21
138.2,2.25E-21
138.3,1.92E-21
138.4,1.64E-21
