Energy (meV),DOS
31.8,0.002108192
31.9,0.002124283
32,0.002142535
32.1,0.002162795
32.2,0.002184891
32.3,0.002208633
32.4,0.002233822
32.5,0.002260247
32.6,0.002287695
32.7,0.002315951
32.8,0.002344803
32.9,0.002374042
33,0.00240347
33.1,0.002432897
33.2,0.002462146
33.3,0.002491058
33.4,0.002519487
33.5,0.002547308
33.6,0.002574418
33.7,0.00260073
33.8,0.002626183
33.9,0.002650736
34,0.00267437
34.1,0.002697088
34.2,0.002718914
34.3,0.00273989
34.4,0.002760075
34.5,0.002779547
34.6,0.002798393
34.7,0.002816714
34.8,0.002834617
34.9,0.002852216
35,0.002869625
35.1,0.002886958
35.2,0.002904326
35.3,0.002921834
35.4,0.002939575
35.5,0.002957634
35.6,0.002976082
35.7,0.002994975
35.8,0.003014355
35.9,0.003034247
36,0.00305466
36.1,0.003075587
36.2,0.003097006
36.3,0.00311888
36.4,0.003141163
36.5,0.003163794
36.6,0.003186705
36.7,0.003209821
36.8,0.003233065
36.9,0.003256356
37,0.003279612
37.1,0.003302757
37.2,0.003325716
37.3,0.003348425
37.4,0.003370823
37.5,0.003392863
37.6,0.003414505
37.7,0.003435724
37.8,0.003456503
37.9,0.003476838
38,0.003496738
38.1,0.003516221
38.2,0.003535315
38.3,0.00355406
38.4,0.003572501
38.5,0.003590689
38.6,0.003608684
38.7,0.003626546
38.8,0.003644338
38.9,0.003662122
39,0.003679963
39.1,0.003697919
39.2,0.003716047
39.3,0.003734398
39.4,0.003753019
39.5,0.003771947
39.6,0.003791217
39.7,0.003810852
39.8,0.003830872
39.9,0.003851285
40,0.003872096
40.1,0.003893302
40.2,0.003914894
40.3,0.003936856
40.4,0.00395917
40.5,0.003981814
40.6,0.004004762
40.7,0.004027986
40.8,0.004051459
40.9,0.004075153
41,0.004099041
41.1,0.004123097
41.2,0.004147298
41.3,0.004171625
41.4,0.004196061
41.5,0.004220594
41.6,0.004245214
41.7,0.004269919
41.8,0.004294709
41.9,0.004319588
42,0.004344565
42.1,0.004369652
42.2,0.004394867
42.3,0.004420227
42.4,0.004445755
42.5,0.004471474
42.6,0.004497411
42.7,0.004523591
42.8,0.004550042
42.9,0.004576791
43,0.004603864
43.1,0.004631287
43.2,0.004659084
43.3,0.004687279
43.4,0.004715892
43.5,0.004744941
43.6,0.004774444
43.7,0.004804415
43.8,0.004834864
43.9,0.004865802
44,0.004897237
44.1,0.004929172
44.2,0.004961612
44.3,0.004994557
44.4,0.005028009
44.5,0.005061965
44.6,0.005096425
44.7,0.005131386
44.8,0.005166844
44.9,0.005202798
45,0.005239244
45.1,0.00527618
45.2,0.005313605
45.3,0.005351518
45.4,0.005389918
45.5,0.005428808
45.6,0.005468189
45.7,0.005508066
45.8,0.005548442
45.9,0.005589324
46,0.005630719
46.1,0.005672634
46.2,0.005715078
46.3,0.005758063
46.4,0.005801597
46.5,0.005845692
46.6,0.00589036
46.7,0.005935612
46.8,0.005981461
46.9,0.006027918
47,0.006074996
47.1,0.006122707
47.2,0.006171062
47.3,0.006220073
47.4,0.006269751
47.5,0.006320106
47.6,0.00637115
47.7,0.006422892
47.8,0.006475343
47.9,0.006528511
48,0.006582407
48.1,0.006637039
48.2,0.006692418
48.3,0.006748553
48.4,0.006805454
48.5,0.006863133
48.6,0.006921599
48.7,0.006980867
48.8,0.007040948
48.9,0.007101856
49,0.007163609
49.1,0.007226221
49.2,0.007289713
49.3,0.007354105
49.4,0.007419418
49.5,0.007485677
49.6,0.007552909
49.7,0.007621141
49.8,0.007690406
49.9,0.007760736
50,0.007832168
50.1,0.007904739
50.2,0.00797849
50.3,0.008053465
50.4,0.00812971
50.5,0.008207273
50.6,0.008286206
50.7,0.008366562
50.8,0.008448398
50.9,0.008531772
51,0.008616746
51.1,0.008703383
51.2,0.00879175
51.3,0.008881914
51.4,0.008973947
51.5,0.00906792
51.6,0.009163909
51.7,0.009261989
51.8,0.009362241
51.9,0.009464743
52,0.009569577
52.1,0.009676828
52.2,0.00978658
52.3,0.009898919
52.4,0.010013932
52.5,0.010131709
52.6,0.010252339
52.7,0.010375912
52.8,0.010502519
52.9,0.010632252
53,0.010765204
53.1,0.010901466
53.2,0.011041133
53.3,0.011184296
53.4,0.011331049
53.5,0.011481484
53.6,0.011635694
53.7,0.01179377
53.8,0.011955803
53.9,0.012121883
54,0.012292101
54.1,0.012466543
54.2,0.012645298
54.3,0.012828449
54.4,0.01301608
54.5,0.013208274
54.6,0.013405109
54.7,0.013606664
54.8,0.013813012
54.9,0.014024227
55,0.014240377
55.1,0.014461528
55.2,0.014687743
55.3,0.014919082
55.4,0.0151556
55.5,0.015397349
55.6,0.015644374
55.7,0.01589672
55.8,0.016154423
55.9,0.016417516
56,0.016686027
56.1,0.016959976
56.2,0.017239381
56.3,0.017524249
56.4,0.017814585
56.5,0.018110385
56.6,0.018411637
56.7,0.018718323
56.8,0.019030419
56.9,0.019347889
57,0.019670691
57.1,0.019998776
57.2,0.020332083
57.3,0.020670544
57.4,0.02101408
57.5,0.021362604
57.6,0.021716018
57.7,0.022074212
57.8,0.022437069
57.9,0.022804458
58,0.023176239
58.1,0.02355226
58.2,0.023932356
58.3,0.024316352
58.4,0.024704061
58.5,0.025095283
58.6,0.025489806
58.7,0.025887405
58.8,0.026287845
58.9,0.026690874
59,0.027096232
59.1,0.027503642
59.2,0.027912818
59.3,0.028323459
59.4,0.028735252
59.5,0.029147872
59.6,0.02956098
59.7,0.029974226
59.8,0.030387249
59.9,0.030799674
60,0.031211116
60.1,0.031621178
60.2,0.032029454
60.3,0.032435525
60.4,0.032838964
60.5,0.033239334
60.6,0.03363619
60.7,0.034029077
60.8,0.034417535
60.9,0.034801095
61,0.035179282
61.1,0.035551618
61.2,0.035917617
61.3,0.036276793
61.4,0.036628654
61.5,0.03697271
61.6,0.037308465
61.7,0.037635429
61.8,0.037953109
61.9,0.038261018
62,0.038558668
62.1,0.03884558
62.2,0.039121279
62.3,0.039385296
62.4,0.039637173
62.5,0.039876459
62.6,0.040102714
62.7,0.04031551
62.8,0.040514434
62.9,0.040699084
63,0.040869076
63.1,0.04102404
63.2,0.041163627
63.3,0.041287505
63.4,0.041395362
63.5,0.041486907
63.6,0.041561872
63.7,0.041620011
63.8,0.041661102
63.9,0.04168495
64,0.041691382
64.1,0.041680255
64.2,0.041651451
64.3,0.04160488
64.4,0.041540481
64.5,0.041458221
64.6,0.041358097
64.7,0.041240134
64.8,0.041104388
64.9,0.040950945
65,0.040779921
65.1,0.040591459
65.2,0.040385737
65.3,0.040162957
65.4,0.039923353
65.5,0.039667189
65.6,0.039394755
65.7,0.03910637
65.8,0.038802381
65.9,0.038483158
66,0.038149101
66.1,0.037800632
66.2,0.037438197
66.3,0.037062266
66.4,0.03667333
66.5,0.0362719
66.6,0.035858507
66.7,0.035433699
66.8,0.034998042
66.9,0.034552115
67,0.034096514
67.1,0.033631845
67.2,0.033158725
67.3,0.032677782
67.4,0.032189651
67.5,0.031694974
67.6,0.031194396
67.7,0.030688567
67.8,0.030178138
67.9,0.029663761
68,0.029146087
68.1,0.028625763
68.2,0.028103432
68.3,0.027579733
68.4,0.027055297
68.5,0.026530746
68.6,0.026006692
68.7,0.02548374
68.8,0.024962477
68.9,0.024443482
69,0.023927317
69.1,0.02341453
69.2,0.02290565
69.3,0.022401193
69.4,0.021901655
69.5,0.021407512
69.6,0.020919223
69.7,0.020437226
69.8,0.019961939
69.9,0.019493758
70,0.019033058
70.1,0.018580194
70.2,0.018135497
70.3,0.017699277
70.4,0.017271823
70.5,0.016853399
70.6,0.016444251
70.7,0.016044599
70.8,0.015654644
70.9,0.015274565
71,0.014904517
71.1,0.014544639
71.2,0.014195046
71.3,0.013855832
71.4,0.013527076
71.5,0.013208833
71.6,0.012901143
71.7,0.012604025
71.8,0.012317484
71.9,0.012041506
72,0.011776062
72.1,0.011521107
72.2,0.011276583
72.3,0.011042417
72.4,0.010818523
72.5,0.010604804
72.6,0.010401148
72.7,0.010207436
72.8,0.010023538
72.9,0.009849314
73,0.009684616
73.1,0.009529286
73.2,0.009383164
73.3,0.009246077
73.4,0.009117853
73.5,0.00899831
73.6,0.008887264
73.7,0.008784526
73.8,0.008689906
73.9,0.008603209
74,0.00852424
74.1,0.008452801
74.2,0.008388695
74.3,0.008331723
74.4,0.008281687
74.5,0.008238389
74.6,0.008201632
74.7,0.008171221
74.8,0.008146962
74.9,0.008128662
75,0.008116133
75.1,0.008109187
75.2,0.008107641
75.3,0.008111312
75.4,0.008120024
75.5,0.008133601
75.6,0.008151874
75.7,0.008174674
75.8,0.008201838
75.9,0.008233208
76,0.008268627
76.1,0.008307944
76.2,0.008351012
76.3,0.008397688
76.4,0.008447831
76.5,0.008501308
76.6,0.008557986
76.7,0.008617739
76.8,0.008680444
76.9,0.00874598
77,0.008814233
77.1,0.008885091
77.2,0.008958444
77.3,0.00903419
77.4,0.009112225
77.5,0.009192453
77.6,0.009274777
77.7,0.009359108
77.8,0.009445355
77.9,0.009533433
78,0.009623259
78.1,0.009714751
78.2,0.009807832
78.3,0.009902426
78.4,0.009998459
78.5,0.010095859
78.6,0.010194557
78.7,0.010294484
78.8,0.010395575
78.9,0.010497765
79,0.010600991
79.1,0.010705191
79.2,0.010810305
79.3,0.010916273
79.4,0.011023036
79.5,0.011130538
79.6,0.011238722
79.7,0.011347532
79.8,0.011456913
79.9,0.01156681
80,0.011677169
80.1,0.011787936
80.2,0.011899059
80.3,0.012010485
80.4,0.012122159
80.5,0.012234031
80.6,0.012346047
80.7,0.012458155
80.8,0.012570302
80.9,0.012682437
81,0.012794506
81.1,0.012906457
81.2,0.013018238
81.3,0.013129796
81.4,0.013241077
81.5,0.013352028
81.6,0.013462597
81.7,0.013572729
81.8,0.013682371
81.9,0.013791469
82,0.013899969
82.1,0.014007815
82.2,0.014114954
82.3,0.014221331
82.4,0.01432689
82.5,0.014431577
82.6,0.014535336
82.7,0.014638111
82.8,0.014739847
82.9,0.014840487
83,0.014939977
83.1,0.01503826
83.2,0.015135281
83.3,0.015230983
83.4,0.01532531
83.5,0.015418206
83.6,0.015509617
83.7,0.015599486
83.8,0.015687757
83.9,0.015774377
84,0.015859289
84.1,0.01594244
84.2,0.016023774
84.3,0.016103239
84.4,0.016180781
84.5,0.016256347
84.6,0.016329884
84.7,0.01640134
84.8,0.016470666
84.9,0.016537809
85,0.016602721
85.1,0.016665352
85.2,0.016725655
85.3,0.016783581
85.4,0.016839085
85.5,0.016892122
85.6,0.016942646
85.7,0.016990615
85.8,0.017035986
85.9,0.017078719
86,0.017118774
86.1,0.017156112
86.2,0.017190696
86.3,0.01722249
86.4,0.01725146
86.5,0.017277573
86.6,0.017300797
86.7,0.017321102
86.8,0.01733846
86.9,0.017352844
87,0.01736423
87.1,0.017372592
87.2,0.017377911
87.3,0.017380164
87.4,0.017379336
87.5,0.017375408
87.6,0.017368367
87.7,0.017358199
87.8,0.017344895
87.9,0.017328444
88,0.01730884
88.1,0.017286078
88.2,0.017260155
88.3,0.01723107
88.4,0.017198824
88.5,0.017163419
88.6,0.017124861
88.7,0.017083156
88.8,0.017038315
88.9,0.016990346
89,0.016939265
89.1,0.016885086
89.2,0.016827825
89.3,0.016767502
89.4,0.016704139
89.5,0.016637758
89.6,0.016568384
89.7,0.016496045
89.8,0.016420769
89.9,0.016342588
90,0.016261534
90.1,0.016177641
90.2,0.016090947
90.3,0.01600149
90.4,0.015909309
90.5,0.015814447
90.6,0.015716948
90.7,0.015616855
90.8,0.015514217
90.9,0.015409082
91,0.015301499
91.1,0.01519152
91.2,0.015079199
91.3,0.014964588
91.4,0.014847745
91.5,0.014728726
91.6,0.014607589
91.7,0.014484394
91.8,0.014359201
91.9,0.014232072
92,0.014103069
92.1,0.013972256
92.2,0.013839697
92.3,0.013705458
92.4,0.013569604
92.5,0.013432203
92.6,0.013293322
92.7,0.013153029
92.8,0.013011392
92.9,0.01286848
93,0.012724363
93.1,0.012579109
93.2,0.01243279
93.3,0.012285475
93.4,0.012137235
93.5,0.011988139
93.6,0.011838258
93.7,0.011687662
93.8,0.011536421
93.9,0.011384605
94,0.011232284
94.1,0.011079526
94.2,0.010926401
94.3,0.010772978
94.4,0.010619324
94.5,0.010465506
94.6,0.010311592
94.7,0.010157647
94.8,0.010003738
94.9,0.009849928
95,0.009696281
95.1,0.009542861
95.2,0.00938973
95.3,0.009236949
95.4,0.009084577
95.5,0.008932674
95.6,0.008781298
95.7,0.008630505
95.8,0.008480352
95.9,0.008330892
96,0.008182179
96.1,0.008034265
96.2,0.007887201
96.3,0.007741036
96.4,0.007595817
96.5,0.007451592
96.6,0.007308406
96.7,0.007166302
96.8,0.007025323
96.9,0.006885509
97,0.006746901
97.1,0.006609536
97.2,0.006473451
97.3,0.00633868
97.4,0.006205258
97.5,0.006073215
97.6,0.005942584
97.7,0.005813391
97.8,0.005685666
97.9,0.005559434
98,0.005434719
98.1,0.005311544
98.2,0.005189932
98.3,0.005069901
98.4,0.00495147
98.5,0.004834657
98.6,0.004719477
98.7,0.004605944
98.8,0.004494071
98.9,0.004383869
99,0.004275349
99.1,0.004168519
99.2,0.004063386
99.3,0.003959956
99.4,0.003858235
99.5,0.003758225
99.6,0.00365993
99.7,0.003563349
99.8,0.003468483
99.9,0.00337533
100,0.003283889
100.1,0.003194155
100.2,0.003106124
100.3,0.00301979
100.4,0.002935147
100.5,0.002852188
100.6,0.002770903
100.7,0.002691283
100.8,0.002613318
100.9,0.002536998
101,0.002462309
101.1,0.002389239
101.2,0.002317774
101.3,0.002247901
101.4,0.002179605
101.5,0.00211287
101.6,0.00204768
101.7,0.001984018
101.8,0.001921866
101.9,0.001861209
102,0.001802025
102.1,0.001744299
102.2,0.001688009
102.3,0.001633136
102.4,0.001579662
102.5,0.001527564
102.6,0.001476824
102.7,0.001427419
102.8,0.001379329
102.9,0.001332533
103,0.001287009
103.1,0.001242735
103.2,0.001199691
103.3,0.001157852
103.4,0.001117199
103.5,0.001077708
103.6,0.001039357
103.7,0.001002125
103.8,0.000965988
103.9,0.000930926
104,0.000896916
104.1,0.000863935
104.2,0.000831962
104.3,0.000800975
104.4,0.000770951
104.5,0.00074187
104.6,0.00071371
104.7,0.00068645
104.8,0.000660067
104.9,0.000634542
105,0.000609854
105.1,0.00058598
105.2,0.000562903
105.3,0.0005406
105.4,0.000519053
105.5,0.000498241
105.6,0.000478145
105.7,0.000458746
105.8,0.000440025
105.9,0.000421964
106,0.000404543
106.1,0.000387746
106.2,0.000371554
106.3,0.00035595
106.4,0.000340916
106.5,0.000326437
106.6,0.000312494
106.7,0.000299073
106.8,0.000286158
106.9,0.000273732
107,0.00026178
107.1,0.000250288
107.2,0.000239242
107.3,0.000228625
107.4,0.000218426
107.5,0.00020863
107.6,0.000199223
107.7,0.000190193
107.8,0.000181528
107.9,0.000173214
108,0.000165239
108.1,0.000157593
108.2,0.000150263
108.3,0.000143238
108.4,0.000136507
108.5,0.000130061
108.6,0.000123887
108.7,0.000117978
108.8,0.000112322
108.9,0.000106911
109,0.000101735
109.1,9.68E-05
109.2,9.21E-05
109.3,8.75E-05
109.4,8.32E-05
109.5,7.91E-05
109.6,7.51E-05
109.7,7.14E-05
109.8,6.78E-05
109.9,6.44E-05
110,6.11E-05
110.1,5.80E-05
110.2,5.50E-05
110.3,5.22E-05
110.4,4.95E-05
110.5,4.69E-05
110.6,4.45E-05
110.7,4.21E-05
110.8,3.99E-05
110.9,3.78E-05
111,3.58E-05
111.1,3.39E-05
111.2,3.21E-05
111.3,3.03E-05
111.4,2.87E-05
111.5,2.71E-05
111.6,2.56E-05
111.7,2.42E-05
111.8,2.29E-05
111.9,2.16E-05
112,2.04E-05
112.1,1.93E-05
112.2,1.82E-05
112.3,1.72E-05
112.4,1.62E-05
112.5,1.53E-05
112.6,1.44E-05
112.7,1.36E-05
112.8,1.28E-05
112.9,1.21E-05
113,1.14E-05
113.1,1.07E-05
113.2,1.01E-05
113.3,9.51E-06
113.4,8.95E-06
113.5,8.42E-06
113.6,7.92E-06
113.7,7.45E-06
113.8,7.00E-06
113.9,6.58E-06
114,6.18E-06
114.1,5.81E-06
114.2,5.46E-06
114.3,5.12E-06
114.4,4.81E-06
114.5,4.52E-06
114.6,4.24E-06
114.7,3.97E-06
114.8,3.73E-06
114.9,3.50E-06
115,3.28E-06
115.1,3.07E-06
115.2,2.88E-06
115.3,2.69E-06
115.4,2.52E-06
115.5,2.36E-06
115.6,2.21E-06
115.7,2.07E-06
115.8,1.94E-06
115.9,1.81E-06
116,1.69E-06
116.1,1.58E-06
116.2,1.48E-06
116.3,1.38E-06
116.4,1.29E-06
116.5,1.21E-06
116.6,1.13E-06
116.7,1.05E-06
116.8,9.80E-07
116.9,9.14E-07
117,8.53E-07
117.1,7.95E-07
117.2,7.41E-07
117.3,6.91E-07
117.4,6.44E-07
117.5,6.00E-07
117.6,5.58E-07
117.7,5.20E-07
117.8,4.84E-07
117.9,4.50E-07
118,4.19E-07
118.1,3.90E-07
118.2,3.62E-07
118.3,3.37E-07
118.4,3.13E-07
118.5,2.91E-07
118.6,2.70E-07
118.7,2.51E-07
118.8,2.33E-07
118.9,2.16E-07
119,2.01E-07
119.1,1.86E-07
119.2,1.73E-07
119.3,1.60E-07
119.4,1.48E-07
119.5,1.38E-07
119.6,1.27E-07
119.7,1.18E-07
119.8,1.09E-07
119.9,1.01E-07
120,9.37E-08
120.1,8.67E-08
120.2,8.02E-08
120.3,7.42E-08
120.4,6.86E-08
120.5,6.34E-08
120.6,5.86E-08
120.7,5.42E-08
120.8,5.01E-08
120.9,4.62E-08
121,4.27E-08
121.1,3.94E-08
121.2,3.64E-08
121.3,3.35E-08
121.4,3.09E-08
121.5,2.85E-08
121.6,2.63E-08
121.7,2.42E-08
121.8,2.23E-08
121.9,2.06E-08
122,1.90E-08
122.1,1.75E-08
122.2,1.61E-08
122.3,1.48E-08
122.4,1.36E-08
122.5,1.25E-08
122.6,1.15E-08
122.7,1.06E-08
122.8,9.72E-09
122.9,8.93E-09
123,8.21E-09
123.1,7.54E-09
123.2,6.92E-09
123.3,6.35E-09
123.4,5.83E-09
123.5,5.35E-09
123.6,4.91E-09
123.7,4.50E-09
123.8,4.13E-09
123.9,3.78E-09
124,3.46E-09
124.1,3.17E-09
124.2,2.91E-09
124.3,2.66E-09
124.4,2.44E-09
124.5,2.23E-09
124.6,2.04E-09
124.7,1.87E-09
124.8,1.71E-09
124.9,1.56E-09
125,1.43E-09
125.1,1.30E-09
125.2,1.19E-09
125.3,1.09E-09
125.4,9.93E-10
125.5,9.06E-10
125.6,8.27E-10
125.7,7.55E-10
125.8,6.88E-10
125.9,6.28E-10
126,5.72E-10
126.1,5.22E-10
126.2,4.75E-10
126.3,4.33E-10
126.4,3.94E-10
126.5,3.59E-10
126.6,3.27E-10
126.7,2.98E-10
126.8,2.71E-10
126.9,2.46E-10
127,2.24E-10
127.1,2.04E-10
127.2,1.85E-10
127.3,1.68E-10
127.4,1.53E-10
127.5,1.39E-10
127.6,1.26E-10
127.7,1.14E-10
127.8,1.04E-10
127.9,9.42E-11
128,8.54E-11
128.1,7.75E-11
128.2,7.03E-11
128.3,6.37E-11
128.4,5.77E-11
128.5,5.23E-11
128.6,4.73E-11
128.7,4.29E-11
128.8,3.88E-11
128.9,3.51E-11
129,3.18E-11
129.1,2.87E-11
129.2,2.60E-11
129.3,2.35E-11
129.4,2.12E-11
129.5,1.92E-11
129.6,1.73E-11
129.7,1.57E-11
129.8,1.41E-11
129.9,1.28E-11
130,1.15E-11
130.1,1.04E-11
130.2,9.38E-12
130.3,8.46E-12
130.4,7.63E-12
130.5,6.87E-12
130.6,6.19E-12
130.7,5.58E-12
130.8,5.03E-12
130.9,4.53E-12
131,4.07E-12
131.1,3.67E-12
131.2,3.30E-12
131.3,2.97E-12
131.4,2.67E-12
131.5,2.40E-12
131.6,2.16E-12
131.7,1.94E-12
131.8,1.74E-12
131.9,1.56E-12
132,1.40E-12
132.1,1.26E-12
132.2,1.13E-12
132.3,1.02E-12
132.4,9.11E-13
132.5,8.17E-13
132.6,7.32E-13
132.7,6.56E-13
132.8,5.88E-13
132.9,5.27E-13
133,4.72E-13
133.1,4.23E-13
133.2,3.78E-13
133.3,3.39E-13
133.4,3.03E-13
133.5,2.71E-13
133.6,2.42E-13
133.7,2.17E-13
133.8,1.94E-13
133.9,1.73E-13
134,1.55E-13
134.1,1.38E-13
134.2,1.23E-13
134.3,1.10E-13
134.4,9.82E-14
134.5,8.76E-14
134.6,7.82E-14
134.7,6.97E-14
134.8,6.21E-14
134.9,5.54E-14
135,4.94E-14
135.1,4.40E-14
135.2,3.92E-14
135.3,3.49E-14
135.4,3.10E-14
135.5,2.76E-14
135.6,2.46E-14
135.7,2.19E-14
135.8,1.94E-14
135.9,1.73E-14
136,1.54E-14
136.1,1.37E-14
136.2,1.21E-14
136.3,1.08E-14
136.4,9.57E-15
136.5,8.49E-15
136.6,7.54E-15
136.7,6.69E-15
136.8,5.93E-15
136.9,5.26E-15
137,4.66E-15
137.1,4.13E-15
137.2,3.66E-15
137.3,3.24E-15
137.4,2.87E-15
137.5,2.54E-15
137.6,2.25E-15
137.7,1.99E-15
137.8,1.76E-15
137.9,1.56E-15
138,1.38E-15
138.1,1.22E-15
138.2,1.08E-15
138.3,9.53E-16
138.4,8.42E-16
138.5,7.43E-16
138.6,6.56E-16
138.7,5.79E-16
138.8,5.11E-16
138.9,4.51E-16
139,3.98E-16
139.1,3.51E-16
